70	sample1_nopolyA_ext70_cluster_6435	chrM	9327	9396	70:1	+	1	chrM	2k_up	7876	9875	+	.	NM_001163773	Gm10222	Gm10222:chrM:9876-10417:+
70	sample1_nopolyA_ext70_cluster_2394	chr16	32740115	32740184	70:5	+	5	chr16	intron	32736539	32750282	+	.	NM_080457	Muc4	Muc4:chr16:32735972-32782476:+
70	sample1_nopolyA_ext70_cluster_4039	chr3	32847722	32847791	70:2	-	2	chr3	1k_dn	32847555	32848554	-	.	NM_001163516	Pex5l	Pex5l:chr3:32848555-33042004:-
70	sample1_nopolyA_ext70_cluster_4039	chr3	32847722	32847791	70:2	-	2	chr3	1k_dn	32847555	32848554	-	.	NM_001163517	Pex5l	Pex5l:chr3:32848555-33042004:-
70	sample1_nopolyA_ext70_cluster_4039	chr3	32847722	32847791	70:2	-	2	chr3	1k_dn	32847555	32848554	-	.	NM_021483	Pex5l	Pex5l:chr3:32848555-33042004:-
70	sample1_nopolyA_ext70_cluster_3178	chr19	32879993	32880062	70:1	+	1	chr19	intron	32874590	32886185	+	.	NM_008960	Pten	Pten:chr19:32832067-32900650:+
70	sample1_nopolyA_ext70_cluster_3178	chr19	32879993	32880062	70:1	+	1	chr19	2k_up	32879036	32881035	+	.	NM_177096	B430203M17Rik	B430203M17Rik:chr19:32881036-32883581:+
70	sample1_nopolyA_ext70_cluster_4626	chr5	32941914	32941983	70:1	+	1	chr5	intron	32914211	32942703	+	.	NM_009535	Yes1	Yes1:chr5:32913606-32989430:+
70	sample1_nopolyA_ext70_cluster_3606	chr2	33107591	33107660	70:1	-	1	chr2	intron	33030069	33115997	-	.	NM_175211	Ralgps1	Ralgps1:chr2:32992493-33226998:-
70	sample1_nopolyA_ext70_cluster_5035	chr6	33316372	33316441	70:1	+	1	chr6	intron	33297958	33388379	+	.	NM_009148	Exoc4	Exoc4:chr6:33199150-33922930:+
70	sample1_nopolyA_ext70_cluster_4627	chr5	33329409	33329478	70:1	+	1	chr5	intron	33326680	33333390	+	.	NM_001025426	Depdc5	Depdc5:chr5:33206370-33334209:+
70	sample1_nopolyA_ext70_cluster_2830	chr17	33388533	33388602	70:1	-	1	chr17	intron	33381080	33391964	-	.	NM_029952	Zfp422-rs1	Zfp422-rs1:chr17:33376452-33392090:-
70	sample1_nopolyA_ext70_cluster_2395	chr16	33396457	33396526	70:3	+	3	chr16	intron	33381114	33421406	+	.	NM_011749	Zfp148	Zfp148:chr16:33380861-33503989:+
70	sample1_nopolyA_ext70_cluster_2692	chr17	33430004	33430073	70:1	+	1	chr17	intron	33426615	33437525	+	.	NM_001142957	Gm4455	Gm4455:chr17:33426489-33441634:+
70	sample1_nopolyA_ext70_cluster_3607	chr2	33456767	33456836	70:1	-	1	chr2	intron	33424803	33495008	-	.	NM_010725	Lmx1b	Lmx1b:chr2:33420056-33496031:-
70	sample1_nopolyA_ext70_cluster_993	chr11	33654837	33654906	70:1	-	1	chr11	intron	33545628	33743129	-	.	NM_027398	Kcnip1	Kcnip1:chr11:33529780-33743527:-
192	sample1_nopolyA_ext70_cluster_994	chr11	33654912	33655103	5:1|11:2|1:3|5:4|3:6|1:7|2:10|2:11|1:13|1:17|1:18|37:20|5:19|12:18|2:17|2:19|4:26|1:25|2:22|2:21|1:19|1:15|1:14|19:12|34:13|3:12|2:10|1:3|30:1	-	33	chr11	intron	33545628	33743129	-	.	NM_027398	Kcnip1	Kcnip1:chr11:33529780-33743527:-
70	sample1_nopolyA_ext70_cluster_4628	chr5	33694857	33694926	70:2	+	2	chr5	intron	33678295	33701088	+	.	NM_021500	Maea	Maea:chr5:33678221-33715943:+
70	sample1_nopolyA_ext70_cluster_3847	chr3	33698180	33698249	70:1	+	1	chr3	2k_up	33697117	33699116	+	.	NM_025978	Ttc14	Ttc14:chr3:33699117-33715556:+
70	sample1_nopolyA_ext70_cluster_3847	chr3	33698180	33698249	70:1	+	1	chr3	2k_up	33697117	33699116	+	.	NM_027619	Ttc14	Ttc14:chr3:33699117-33715556:+
70	sample1_nopolyA_ext70_cluster_3848	chr3	33709129	33709198	70:1	+	1	chr3	exon	33705738	33715556	+	2	NM_025978	Ttc14	Ttc14:chr3:33699117-33715556:+
70	sample1_nopolyA_ext70_cluster_3848	chr3	33709129	33709198	70:1	+	1	chr3	3UTR	33705886	33715556	+	-1	NM_025978	Ttc14	Ttc14:chr3:33699117-33715556:+
70	sample1_nopolyA_ext70_cluster_3848	chr3	33709129	33709198	70:1	+	1	chr3	exon	33707608	33715556	+	2	NM_027619	Ttc14	Ttc14:chr3:33699117-33715556:+
70	sample1_nopolyA_ext70_cluster_3848	chr3	33709129	33709198	70:1	+	1	chr3	3UTR	33708512	33715556	+	-1	NM_027619	Ttc14	Ttc14:chr3:33699117-33715556:+
70	sample1_nopolyA_ext70_cluster_5036	chr6	33733966	33734035	70:1	+	1	chr6	intron	33708187	33765673	+	.	NM_009148	Exoc4	Exoc4:chr6:33199150-33922930:+
70	sample1_nopolyA_ext70_cluster_4629	chr5	33757714	33757783	70:1	+	1	chr5	exon	33757447	33762403	+	2	NM_001081101	4933407H18Rik	4933407H18Rik:chr5:33721345-33762403:+
70	sample1_nopolyA_ext70_cluster_4629	chr5	33757714	33757783	70:1	+	1	chr5	3UTR	33757541	33762403	+	-1	NM_001081101	4933407H18Rik	4933407H18Rik:chr5:33721345-33762403:+
70	sample1_nopolyA_ext70_cluster_32	chr1	34083640	34083709	70:1	+	1	chr1	intron	34068761	34143086	+	.	NM_133833	Dst	Dst:chr1:34068670-34365497:+
70	sample1_nopolyA_ext70_cluster_32	chr1	34083640	34083709	70:1	+	1	chr1	intron	34068761	34143086	+	.	NM_134448	Dst	Dst:chr1:34068670-34365497:+
70	sample1_nopolyA_ext70_cluster_996	chr11	34105681	34105750	70:1	-	1	chr11	exon	34104341	34106072	-	1	NM_023907	Foxi1	Foxi1:chr11:34104341-34108089:-
70	sample1_nopolyA_ext70_cluster_996	chr11	34105681	34105750	70:1	-	1	chr11	CDS	34105511	34106072	-	1	NM_023907	Foxi1	Foxi1:chr11:34104341-34108089:-
70	sample1_nopolyA_ext70_cluster_658	chr10	34105892	34105961	70:3	-	3	chr10	intron	34044269	34117919	-	.	NM_176968	Nt5dc1	Nt5dc1:chr10:34023418-34138334:-
70	sample1_nopolyA_ext70_cluster_4630	chr5	34186764	34186833	70:2	+	2	chr5	intron	34186387	34188753	+	.	NM_001081102	Whsc1	Whsc1:chr5:34163478-34238525:+
70	sample1_nopolyA_ext70_cluster_808	chr11	34239871	34239940	70:1	+	1	chr11	intron	34214946	34301055	+	.	NM_001025382	Gm6041	Gm6041:chr11:34214822-34322640:+
61	sample1_nopolyA_ext70_cluster_2693	chr17	34287969	34288038	70:1	+	1	chr17	intron	34287771	34288029	+	.	NM_010388	H2-DMb2	H2-DMb2:chr17:34282361-34288040:+
9	sample1_nopolyA_ext70_cluster_2693	chr17	34287969	34288038	70:1	+	1	chr17	CDS	34288030	34288040	+	1	NM_010388	H2-DMb2	H2-DMb2:chr17:34282361-34288040:+
9	sample1_nopolyA_ext70_cluster_2693	chr17	34287969	34288038	70:1	+	1	chr17	exon	34288030	34288040	+	1	NM_010388	H2-DMb2	H2-DMb2:chr17:34282361-34288040:+
70	sample1_nopolyA_ext70_cluster_2137	chr15	34304089	34304158	70:1	+	1	chr15	intron	34285441	34308409	+	.	NM_016762	Matn2	Matn2:chr15:34236436-34365995:+
70	sample1_nopolyA_ext70_cluster_3362	chr2	34352587	34352656	70:1	+	1	chr2	intron	34299927	34353220	+	.	NM_177345	Mapkap1	Mapkap1:chr2:34287545-34480470:+
70	sample1_nopolyA_ext70_cluster_6118	chr9	34415065	34415134	70:1	+	1	chr9	intron	34296744	34719368	+	.	NM_026324	Kirrel3	Kirrel3:chr9:34296316-34843889:+
70	sample1_nopolyA_ext70_cluster_6119	chr9	34443960	34444029	70:1	+	1	chr9	intron	34296744	34719368	+	.	NM_026324	Kirrel3	Kirrel3:chr9:34296316-34843889:+
73	sample1_nopolyA_ext70_cluster_3850	chr3	34516541	34516613	1:1|2:7|67:8|1:7|2:1	+	8	chr3	intron	34459705	34537279	+	.	NR_015580	Sox2ot	Sox2ot:chr3:34459303-34576915:+
70	sample1_nopolyA_ext70_cluster_6120	chr9	34546678	34546747	70:2	+	2	chr9	intron	34296744	34719368	+	.	NM_026324	Kirrel3	Kirrel3:chr9:34296316-34843889:+
70	sample1_nopolyA_ext70_cluster_3851	chr3	34571282	34571351	70:1	+	1	chr3	intron	34552207	34574590	+	.	NR_015580	Sox2ot	Sox2ot:chr3:34459303-34576915:+
70	sample1_nopolyA_ext70_cluster_6602	chrX	34622968	34623037	70:1	-	1	chrX	intron	34622745	34623979	-	.	NM_026055	Rpl39	Rpl39:chrX:34622515-34625179:-
61	sample1_nopolyA_ext70_cluster_6602	chrX	34622968	34623037	70:1	-	1	chrX	3UTR	34622907	34623028	-	-1	NR_002900	Snora69	Snora69:chrX:34622907-34623028:-
61	sample1_nopolyA_ext70_cluster_6602	chrX	34622968	34623037	70:1	-	1	chrX	exon	34622907	34623028	-	-1	NR_002900	Snora69	Snora69:chrX:34622907-34623028:-
9	sample1_nopolyA_ext70_cluster_6602	chrX	34622968	34623037	70:1	-	1	chrX	2k_up	34623029	34625028	-	.	NR_002900	Snora69	Snora69:chrX:34622907-34623028:-
70	sample1_nopolyA_ext70_cluster_6121	chr9	34638973	34639042	70:1	+	1	chr9	intron	34296744	34719368	+	.	NM_026324	Kirrel3	Kirrel3:chr9:34296316-34843889:+
6	sample1_nopolyA_ext70_cluster_2400	chr16	34725275	34725344	70:2	+	2	chr16	exon	34723096	34725280	+	2	NM_172824	Ccdc14	Ccdc14:chr16:34690702-34725280:+
6	sample1_nopolyA_ext70_cluster_2400	chr16	34725275	34725344	70:2	+	2	chr16	3UTR	34724021	34725280	+	-1	NM_172824	Ccdc14	Ccdc14:chr16:34690702-34725280:+
64	sample1_nopolyA_ext70_cluster_2400	chr16	34725275	34725344	70:2	+	2	chr16	1k_dn	34725281	34726280	+	.	NM_172824	Ccdc14	Ccdc14:chr16:34690702-34725280:+
70	sample1_nopolyA_ext70_cluster_5037	chr6	34788655	34788724	70:85	+	85	chr6	intron	34786859	34789324	+	.	NM_178630	Agbl3	Agbl3:chr6:34730432-34807932:+
70	sample1_nopolyA_ext70_cluster_3062	chr18	34809496	34809565	70:4	-	4	chr18	intron	34806694	34811043	-	.	NM_178347	Cdc23	Cdc23:chr18:34791337-34811390:-
70	sample1_nopolyA_ext70_cluster_2401	chr16	34911831	34911900	70:1	+	1	chr16	intron	34899600	34912232	+	.	NM_139300	Mylk	Mylk:chr16:34785036-35002520:+
70	sample1_nopolyA_ext70_cluster_5038	chr6	35143027	35143096	70:1	+	1	chr6	intron	35142039	35144404	+	.	NM_027513	Nup205	Nup205:chr6:35127616-35197590:+
70	sample1_nopolyA_ext70_cluster_4394	chr4	35145392	35145461	70:2	-	2	chr4	intron	35144458	35153016	-	.	NM_001081343	3110043O21Rik	3110043O21Rik:chr4:35138531-35173129:-
70	sample1_nopolyA_ext70_cluster_812	chr11	35190550	35190619	70:1	+	1	chr11	intron	35048411	35321724	+	.	NM_011412	Slit3	Slit3:chr11:34934958-35522005:+
70	sample1_nopolyA_ext70_cluster_2695	chr17	35274093	35274162	70:1	+	1	chr17	intron	35273181	35275316	+	.	NM_057171	Bat3	Bat3:chr17:35272187-35284181:+
70	sample1_nopolyA_ext70_cluster_2140	chr15	35345541	35345610	70:2	+	2	chr15	intron	35308788	35347265	+	.	NM_177151	Vps13b	Vps13b:chr15:35301301-35860984:+
70	sample1_nopolyA_ext70_cluster_813	chr11	35421176	35421245	70:1	+	1	chr11	intron	35412990	35424093	+	.	NM_011412	Slit3	Slit3:chr11:34934958-35522005:+
70	sample1_nopolyA_ext70_cluster_1826	chr14	35524978	35525047	70:1	+	1	chr14	intron	35508292	35535449	+	.	NM_001004436	Wapal	Wapal:chr14:35487114-35559403:+
70	sample1_nopolyA_ext70_cluster_2402	chr16	35544621	35544690	70:1	+	1	chr16	intron	35541689	35622662	+	.	NM_013661	Sema5b	Sema5b:chr16:35541448-35664344:+
70	sample1_nopolyA_ext70_cluster_3364	chr2	35563046	35563115	70:1	+	1	chr2	intron	35517146	35563167	+	.	NM_001114124	Dab2ip	Dab2ip:chr2:35413978-35586514:+
70	sample1_nopolyA_ext70_cluster_3364	chr2	35563046	35563115	70:1	+	1	chr2	intron	35517146	35563167	+	.	NM_001114125	Dab2ip	Dab2ip:chr2:35413978-35586514:+
70	sample1_nopolyA_ext70_cluster_3364	chr2	35563046	35563115	70:1	+	1	chr2	intron	35547931	35563167	+	.	NM_001001602	Dab2ip	Dab2ip:chr2:35413978-35586514:+
70	sample1_nopolyA_ext70_cluster_814	chr11	35595950	35596019	70:10	+	10	chr11	intron	35595210	35596949	+	.	NM_145962	Pank3	Pank3:chr11:35582997-35604787:+
70	sample1_nopolyA_ext70_cluster_3608	chr2	35636797	35636866	70:3	-	3	chr2	intron	35608013	35639608	-	.	NM_028921	Ttll11	Ttll11:chr2:35606761-35835144:-
70	sample1_nopolyA_ext70_cluster_3608	chr2	35636797	35636866	70:3	-	3	chr2	intron	35608013	35639608	-	.	NM_029774	Ttll11	Ttll11:chr2:35606761-35835144:-
70	sample1_nopolyA_ext70_cluster_1827	chr14	35676954	35677023	70:2	+	2	chr14	intron	35635895	35758938	+	.	NM_008166	Grid1	Grid1:chr14:35633322-36394301:+
70	sample1_nopolyA_ext70_cluster_3852	chr3	35744622	35744691	70:3	+	3	chr3	intron	35738137	35748355	+	.	NM_029570	Atp11b	Atp11b:chr3:35653060-35755198:+
70	sample1_nopolyA_ext70_cluster_3609	chr2	35823904	35823973	70:1	-	1	chr2	intron	35800480	35834691	-	.	NM_028921	Ttll11	Ttll11:chr2:35606761-35835144:-
70	sample1_nopolyA_ext70_cluster_3609	chr2	35823904	35823973	70:1	-	1	chr2	intron	35800480	35834691	-	.	NM_029774	Ttll11	Ttll11:chr2:35606761-35835144:-
70	sample1_nopolyA_ext70_cluster_6603	chrX	35904224	35904293	70:1	-	1	chrX	intron	35904117	35904830	-	.	NM_001110142	Cul4b	Cul4b:chrX:35884798-35929373:-
70	sample1_nopolyA_ext70_cluster_6603	chrX	35904224	35904293	70:1	-	1	chrX	intron	35904117	35904830	-	.	NM_028288	Cul4b	Cul4b:chrX:35884798-35929373:-
70	sample1_nopolyA_ext70_cluster_6604	chrX	35904323	35904392	70:1	-	1	chrX	intron	35904117	35904830	-	.	NM_001110142	Cul4b	Cul4b:chrX:35884798-35929373:-
70	sample1_nopolyA_ext70_cluster_6604	chrX	35904323	35904392	70:1	-	1	chrX	intron	35904117	35904830	-	.	NM_028288	Cul4b	Cul4b:chrX:35884798-35929373:-
70	sample1_nopolyA_ext70_cluster_1513	chr13	35920238	35920307	70:1	+	1	chr13	intron	35908445	35948531	+	.	NM_001123386	Cdyl	Cdyl:chr13:35751731-35965933:+
70	sample1_nopolyA_ext70_cluster_1513	chr13	35920238	35920307	70:1	+	1	chr13	intron	35908445	35948531	+	.	NM_009881	Cdyl	Cdyl:chr13:35751731-35965933:+
70	sample1_nopolyA_ext70_cluster_5943	chr8	35921762	35921831	70:3	-	3	chr8	intron	35920588	35924568	-	.	NM_175091	Tnks	Tnks:chr8:35892233-36028744:-
71	sample1_nopolyA_ext70_cluster_3365	chr2	35923158	35923228	1:2|69:3|1:1	+	3	chr2	intron	35912671	35935034	+	.	NM_029309	Morn5	Morn5:chr2:35904993-35935229:+
70	sample1_nopolyA_ext70_cluster_1828	chr14	35939923	35939992	70:1	+	1	chr14	intron	35840137	36064879	+	.	NM_008166	Grid1	Grid1:chr14:35633322-36394301:+
70	sample1_nopolyA_ext70_cluster_1829	chr14	35961838	35961907	70:1	+	1	chr14	intron	35840137	36064879	+	.	NM_008166	Grid1	Grid1:chr14:35633322-36394301:+
71	sample1_nopolyA_ext70_cluster_2403	chr16	35981820	35981890	1:4|69:5|1:1	+	5	chr16	2k_up	35981449	35983448	+	.	NM_008465	Kpna1	Kpna1:chr16:35983449-36036248:+
70	sample1_nopolyA_ext70_cluster_2254	chr15	36087385	36087454	70:1	-	1	chr15	intron	36081941	36087689	-	.	NM_001081253	Fbxo43	Fbxo43:chr15:36079815-36094639:-
71	sample1_nopolyA_ext70_cluster_2833	chr17	36093775	36093845	1:1|69:4|1:3	-	4	chr17	3UTR	36093764	36094368	-	-1	NM_013854	Abcf1	Abcf1:chr17:36093764-36106695:-
71	sample1_nopolyA_ext70_cluster_2833	chr17	36093775	36093845	1:1|69:4|1:3	-	4	chr17	exon	36093764	36094534	-	1	NM_013854	Abcf1	Abcf1:chr17:36093764-36106695:-
70	sample1_nopolyA_ext70_cluster_4632	chr5	36246983	36247052	70:2	+	2	chr5	intron	36236190	36278200	+	.	NM_027373	Afap1	Afap1:chr5:36235968-36346571:+
70	sample1_nopolyA_ext70_cluster_486	chr10	36373462	36373531	70:2	+	2	chr10	intron	36348217	36548476	+	.	NM_001081208	Hs3st5	Hs3st5:chr10:36226613-36554200:+
70	sample1_nopolyA_ext70_cluster_998	chr11	36421731	36421800	70:1	-	1	chr11	intron	36198831	36678169	-	.	NM_011856	Odz2	Odz2:chr11:35820171-36757745:-
70	sample1_nopolyA_ext70_cluster_999	chr11	36560360	36560429	70:1	-	1	chr11	intron	36198831	36678169	-	.	NM_011856	Odz2	Odz2:chr11:35820171-36757745:-
70	sample1_nopolyA_ext70_cluster_6123	chr9	36672131	36672200	70:1	+	1	chr9	intron	36671251	36675280	+	.	NM_183171	Fez1	Fez1:chr9:36651244-36686225:+
70	sample1_nopolyA_ext70_cluster_6124	chr9	36676839	36676908	70:1	+	1	chr9	intron	36676514	36678065	+	.	NM_183171	Fez1	Fez1:chr9:36651244-36686225:+
70	sample1_nopolyA_ext70_cluster_487	chr10	36706976	36707045	70:2	+	2	chr10	intron	36706231	36707885	+	.	NM_008229	Hdac2	Hdac2:chr10:36694350-36721694:+
70	sample1_nopolyA_ext70_cluster_2952	chr18	36721062	36721131	70:2	+	2	chr18	intron	36720710	36734672	+	.	NM_175375	Ankhd1	Ankhd1:chr18:36720257-36818562:+
70	sample1_nopolyA_ext70_cluster_1352	chr12	36834948	36835017	70:3	-	3	chr12	intron	36834230	36836291	-	.	NM_025840	Bzw2	Bzw2:chr12:36818426-36883336:-
70	sample1_nopolyA_ext70_cluster_3853	chr3	36908065	36908134	70:1	+	1	chr3	intron	36907515	36909866	+	.	NM_172679	4932438A13Rik	4932438A13Rik:chr3:36762028-36951955:+
36	sample1_nopolyA_ext70_cluster_3065	chr18	36923652	36923722	1:1|69:2|1:1	-	2	chr18	3UTR	36923326	36923687	-	-1	NM_173383	Dnd1	Dnd1:chr18:36923326-36925868:-
71	sample1_nopolyA_ext70_cluster_3065	chr18	36923652	36923722	1:1|69:2|1:1	-	2	chr18	exon	36923326	36924141	-	1	NM_173383	Dnd1	Dnd1:chr18:36923326-36925868:-
35	sample1_nopolyA_ext70_cluster_3065	chr18	36923652	36923722	1:1|69:2|1:1	-	2	chr18	CDS	36923688	36924141	-	1	NM_173383	Dnd1	Dnd1:chr18:36923326-36925868:-
70	sample1_nopolyA_ext70_cluster_5220	chr6	37039893	37039962	70:1	-	1	chr6	intron	37037695	37046247	-	.	NM_001081206	Dgki	Dgki:chr6:36796022-37249976:-
70	sample1_nopolyA_ext70_cluster_4835	chr5	37052608	37052677	70:1	-	1	chr5	intron	36962380	37063985	-	.	NM_001081232	D5Ertd579e	D5Ertd579e:chr5:36943138-37087208:-
70	sample1_nopolyA_ext70_cluster_2404	chr16	37072891	37072960	70:1	+	1	chr16	intron	37071900	37073992	+	.	NM_001159369	Polq	Polq:chr16:37011872-37095502:+
70	sample1_nopolyA_ext70_cluster_2404	chr16	37072891	37072960	70:1	+	1	chr16	intron	37071900	37073992	+	.	NM_029977	Polq	Polq:chr16:37011872-37095502:+
70	sample1_nopolyA_ext70_cluster_3366	chr2	37076630	37076699	70:1	+	1	chr2	1k_dn	37075941	37076940	+	.	NM_001005569	Olfr366	Olfr366:chr2:37075011-37075940:+
70	sample1_nopolyA_ext70_cluster_2549	chr16	37132133	37132202	70:2	-	2	chr16	intron	37130051	37134258	-	.	NM_001114611	Stxbp5l	Stxbp5l:chr16:37107396-37385044:-
70	sample1_nopolyA_ext70_cluster_2549	chr16	37132133	37132202	70:2	-	2	chr16	intron	37130051	37134258	-	.	NM_001114612	Stxbp5l	Stxbp5l:chr16:37107396-37385044:-
70	sample1_nopolyA_ext70_cluster_2549	chr16	37132133	37132202	70:2	-	2	chr16	intron	37130051	37134258	-	.	NM_001114613	Stxbp5l	Stxbp5l:chr16:37107396-37385044:-
70	sample1_nopolyA_ext70_cluster_2549	chr16	37132133	37132202	70:2	-	2	chr16	intron	37130051	37134258	-	.	NM_172440	Stxbp5l	Stxbp5l:chr16:37107396-37385044:-
70	sample1_nopolyA_ext70_cluster_2550	chr16	37135326	37135395	70:1	-	1	chr16	intron	37134620	37139929	-	.	NM_001114611	Stxbp5l	Stxbp5l:chr16:37107396-37385044:-
70	sample1_nopolyA_ext70_cluster_2550	chr16	37135326	37135395	70:1	-	1	chr16	intron	37134620	37139929	-	.	NM_001114612	Stxbp5l	Stxbp5l:chr16:37107396-37385044:-
70	sample1_nopolyA_ext70_cluster_2550	chr16	37135326	37135395	70:1	-	1	chr16	intron	37134620	37139929	-	.	NM_001114613	Stxbp5l	Stxbp5l:chr16:37107396-37385044:-
70	sample1_nopolyA_ext70_cluster_2550	chr16	37135326	37135395	70:1	-	1	chr16	intron	37134620	37139929	-	.	NM_172440	Stxbp5l	Stxbp5l:chr16:37107396-37385044:-
70	sample1_nopolyA_ext70_cluster_5221	chr6	37166428	37166497	70:2	-	2	chr6	intron	37099658	37249562	-	.	NM_001081206	Dgki	Dgki:chr6:36796022-37249976:-
70	sample1_nopolyA_ext70_cluster_2142	chr15	37203822	37203891	70:1	+	1	chr15	intron	37200541	37204397	+	.	NM_026496	Grhl2	Grhl2:chr15:37163002-37293318:+
70	sample1_nopolyA_ext70_cluster_5222	chr6	37203884	37203953	70:1	-	1	chr6	intron	37099658	37249562	-	.	NM_001081206	Dgki	Dgki:chr6:36796022-37249976:-
70	sample1_nopolyA_ext70_cluster_2551	chr16	37204091	37204160	70:2	-	2	chr16	intron	37200788	37204491	-	.	NM_001114611	Stxbp5l	Stxbp5l:chr16:37107396-37385044:-
70	sample1_nopolyA_ext70_cluster_2551	chr16	37204091	37204160	70:2	-	2	chr16	intron	37200788	37204491	-	.	NM_001114612	Stxbp5l	Stxbp5l:chr16:37107396-37385044:-
70	sample1_nopolyA_ext70_cluster_2551	chr16	37204091	37204160	70:2	-	2	chr16	intron	37200788	37204491	-	.	NM_001114613	Stxbp5l	Stxbp5l:chr16:37107396-37385044:-
70	sample1_nopolyA_ext70_cluster_2551	chr16	37204091	37204160	70:2	-	2	chr16	intron	37200788	37204491	-	.	NM_172440	Stxbp5l	Stxbp5l:chr16:37107396-37385044:-
70	sample1_nopolyA_ext70_cluster_4044	chr3	37315131	37315200	70:3	-	3	chr3	intron	37311338	37315622	-	.	NM_153561	Nudt6	Nudt6:chr3:37303906-37318512:-
145	sample1_nopolyA_ext70_cluster_3854	chr3	37380446	37380590	1:10|1:11|57:13|1:14|2:17|1:18|2:19|5:26|1:16|1:15|2:13|1:14|54:15|1:14|2:11|1:10|2:9|9:2|1:1	+	28	chr3	intron	37363581	37427079	+	.	NM_001163511	Spata5	Spata5:chr3:37319202-37478017:+
145	sample1_nopolyA_ext70_cluster_3854	chr3	37380446	37380590	1:10|1:11|57:13|1:14|2:17|1:18|2:19|5:26|1:16|1:15|2:13|1:14|54:15|1:14|2:11|1:10|2:9|9:2|1:1	+	28	chr3	intron	37363581	37427079	+	.	NM_021343	Spata5	Spata5:chr3:37319202-37478017:+
70	sample1_nopolyA_ext70_cluster_3855	chr3	37446305	37446374	70:1	+	1	chr3	intron	37427245	37477673	+	.	NM_001163511	Spata5	Spata5:chr3:37319202-37478017:+
70	sample1_nopolyA_ext70_cluster_3855	chr3	37446305	37446374	70:1	+	1	chr3	intron	37427245	37477673	+	.	NM_021343	Spata5	Spata5:chr3:37319202-37478017:+
70	sample1_nopolyA_ext70_cluster_4635	chr5	37499454	37499523	70:3	+	3	chr5	intron	37498558	37508680	+	.	NM_178394	Jakmip1	Jakmip1:chr5:37442096-37516537:+
70	sample1_nopolyA_ext70_cluster_271	chr1	37585381	37585450	70:1	-	1	chr1	intron	37555586	37592883	-	.	NM_173870	Mgat4a	Mgat4a:chr1:37496185-37593104:-
70	sample1_nopolyA_ext70_cluster_5947	chr8	37637664	37637733	70:2	-	2	chr8	intron	37637228	37637860	-	.	NM_015802	Dlc1	Dlc1:chr8:37630799-37676928:-
70	sample1_nopolyA_ext70_cluster_1977	chr14	37708327	37708396	70:2	-	2	chr14	intron	37692949	37709440	-	.	NM_028407	Gcap14	Gcap14:chr14:37688122-37781950:-
70	sample1_nopolyA_ext70_cluster_1977	chr14	37708327	37708396	70:2	-	2	chr14	intron	37703613	37709440	-	.	NM_027045	Gcap14	Gcap14:chr14:37688122-37781950:-
71	sample1_nopolyA_ext70_cluster_272	chr1	37772203	37772273	1:1|69:3|1:2	-	3	chr1	intron	37701486	37776414	-	.	NM_028096	2010300C02Rik	2010300C02Rik:chr1:37668521-37776656:-
70	sample1_nopolyA_ext70_cluster_273	chr1	37891355	37891424	70:1	-	1	chr1	intron	37891183	37892102	-	.	NM_207228	Tsga10	Tsga10:chr1:37811621-37921924:-
70	sample1_nopolyA_ext70_cluster_1978	chr14	37896122	37896191	70:19	-	19	chr14	intron	37896115	37898109	-	.	NM_130878	Pcdh21	Pcdh21:chr14:37891035-37911497:-
70	sample1_nopolyA_ext70_cluster_1979	chr14	37948876	37948945	70:2	-	2	chr14	2k_up	37948453	37950452	-	.	NM_078478	Ghitm	Ghitm:chr14:37934004-37948452:-
70	sample1_nopolyA_ext70_cluster_36	chr1	38076695	38076764	70:2	+	2	chr1	intron	38076380	38078438	+	.	NM_198303	Eif5b	Eif5b:chr1:38054855-38112424:+
70	sample1_nopolyA_ext70_cluster_3612	chr2	38131213	38131282	70:1	-	1	chr2	intron	38098993	38142632	-	.	NM_146122	Dennd1a	Dennd1a:chr2:37654510-38142904:-
70	sample1_nopolyA_ext70_cluster_5223	chr6	38267517	38267586	70:1	-	1	chr6	intron	38266424	38269703	-	.	NM_028421	Zc3hav1	Zc3hav1:chr6:38260497-38304603:-
70	sample1_nopolyA_ext70_cluster_5223	chr6	38267517	38267586	70:1	-	1	chr6	intron	38266424	38269703	-	.	NM_028864	Zc3hav1	Zc3hav1:chr6:38260497-38304603:-
70	sample1_nopolyA_ext70_cluster_5040	chr6	38406878	38406947	70:2	+	2	chr6	intron	38402972	38411474	+	.	NM_177185	Ubn2	Ubn2:chr6:38383925-38462763:+
70	sample1_nopolyA_ext70_cluster_5601	chr7	38435281	38435350	70:5	-	5	chr7	intron	38434817	38501591	-	.	NM_172385	Zfp536	Zfp536:chr7:38264128-38554771:-
70	sample1_nopolyA_ext70_cluster_5041	chr6	38510062	38510131	70:1	+	1	chr6	intron	38501909	38520509	+	.	NM_138680	Luc7l2	Luc7l2:chr6:38501519-38559444:+
70	sample1_nopolyA_ext70_cluster_1195	chr12	38615934	38616003	70:1	+	1	chr12	intron	38607542	38708341	+	.	NM_178681	Dgkb	Dgkb:chr12:38607292-39359997:+
70	sample1_nopolyA_ext70_cluster_5224	chr6	38758139	38758208	70:1	-	1	chr6	intron	38697997	38768228	-	.	NM_001136065	Hipk2	Hipk2:chr6:38647839-38826189:-
